date,open,high,low,close,adj_close,volume,dividends,stock_splits
2021-12-01,87.0,89.68000030517578,87.0,87.83999633789062,77.7153091430664,10062800,0.0,0.0
2021-12-02,87.94999694824219,89.5199966430664,87.61000061035156,88.62000274658203,78.40540313720703,8303500,0.0,0.0
2021-12-03,89.1500015258789,89.1500015258789,86.0199966430664,88.02999877929688,77.8833999633789,11191000,0.0,0.0
2021-12-06,88.06999969482422,89.75,87.87999725341797,89.1500015258789,78.87431335449219,8946400,0.0,0.0
2021-12-07,89.52999877929688,90.5500030517578,88.94000244140625,90.41000366210938,79.98908233642578,7909700,0.0,0.0
2021-12-08,90.6999969482422,90.91999816894533,89.58999633789062,90.31999969482422,79.90946197509766,5356500,0.0,0.0
2021-12-09,90.5,90.5,89.51000213623047,89.91000366210938,79.54671478271484,5731200,0.0,0.0
2021-12-10,90.01000213623047,90.9000015258789,89.80000305175781,90.27999877929688,79.8740463256836,4996700,0.0,0.0
2021-12-13,90.26000213623048,92.12000274658205,90.13999938964844,91.73999786376952,81.165771484375,6446500,0.0,0.0
2021-12-14,91.2300033569336,91.6500015258789,89.44999694824219,90.02999877929688,79.65289306640625,11022600,0.0,0.0
2021-12-15,90.29000091552734,92.05999755859376,89.58000183105469,92.0,81.39580535888672,9590000,0.0,0.0
2021-12-16,91.62000274658205,92.6999969482422,91.5199966430664,92.2300033569336,81.59928894042969,7623300,0.0,0.0
2021-12-17,92.0,92.36000061035156,90.73999786376952,90.94000244140624,80.45800018310547,15335400,0.0,0.0
2021-12-20,89.80000305175781,90.08000183105467,88.51000213623047,89.94000244140625,79.5732421875,10167700,0.0,0.0
2021-12-21,90.6500015258789,91.33999633789062,89.36000061035156,90.4499969482422,80.02445983886719,6287900,0.0,0.0
2021-12-22,90.23999786376952,90.87999725341795,89.88999938964844,90.8000030517578,80.33413696289062,4142900,0.0,0.0
2021-12-23,90.68000030517578,91.30999755859376,90.4000015258789,90.6999969482422,80.24565124511719,5845600,0.0,0.0
2021-12-27,90.8499984741211,91.3499984741211,90.62999725341795,91.31999969482422,80.79420471191406,5410300,0.0,0.0
2021-12-28,91.66000366210938,92.19000244140624,91.51000213623048,91.87999725341795,81.2896499633789,3096400,0.0,0.0
2021-12-29,91.9499969482422,92.26000213623048,91.58999633789062,91.98999786376952,81.386962890625,2945400,0.0,0.0
2021-12-30,92.2300033569336,92.91000366210938,91.80999755859376,92.7699966430664,82.07707214355469,3716300,0.0,0.0
2021-12-31,92.58000183105467,93.7300033569336,92.5,93.36000061035156,82.59906005859375,4811800,0.0,0.0
2022-01-03,93.41999816894533,93.6500015258789,90.54000091552734,91.66000366210938,81.09501647949219,7864400,0.0,0.0
2022-01-04,91.6500015258789,91.93000030517578,90.62000274658205,90.68000030517578,80.22796630859375,8379100,0.0,0.0
2022-01-05,90.27999877929688,91.5,89.68000030517578,89.7300033569336,79.38746643066406,6722300,0.0,0.0
2022-01-06,89.08999633789062,89.36000061035156,85.6500015258789,85.7699966430664,75.88389587402344,12658600,0.0,0.0
2022-01-07,85.7699966430664,86.87000274658203,84.51000213623047,86.41000366210938,76.45014190673828,13359300,0.0,0.0
2022-01-10,85.80000305175781,86.36000061035156,83.73999786376953,84.29000091552734,74.57451629638672,11378700,0.0,0.0
2022-01-11,83.83000183105469,85.01000213623047,83.68000030517578,84.79000091552734,75.016845703125,8395900,0.0,0.0
2022-01-12,84.27999877929688,85.80999755859375,84.0999984741211,85.08999633789062,75.28226470947266,6484000,0.0,0.0
2022-01-13,85.58000183105469,85.80999755859375,84.72000122070312,84.9000015258789,75.11418914794922,7203100,0.0,0.0
2022-01-14,84.87999725341797,85.1500015258789,82.66999816894531,83.19999694824219,73.61011505126953,11084300,0.0,0.0
2022-01-18,82.0,82.16999816894531,80.69999694824219,81.25,71.88487243652344,10848100,0.0,0.0
2022-01-19,81.04000091552734,83.3499984741211,81.0,82.58999633789062,73.07042694091797,9673900,0.0,0.0
2022-01-20,83.31999969482422,85.27999877929688,83.1500015258789,83.51000213623047,73.88439178466797,12028900,0.0,0.0
2022-01-21,83.69999694824219,83.93000030517578,81.83000183105469,82.5999984741211,73.07929992675781,12809100,0.0,0.0
2022-01-24,81.6500015258789,82.05000305175781,79.23999786376953,81.91999816894531,72.47765350341797,14689800,0.0,0.0
2022-01-25,78.19999694824219,80.19000244140625,74.79000091552734,75.0999984741211,66.4437484741211,22925000,0.0,0.0
2022-01-26,76.5,76.52999877929688,72.36000061035156,72.63999938964844,64.26730346679688,24721700,0.0,0.0
2022-01-27,73.30000305175781,74.38999938964844,72.41000366210938,72.51000213623047,64.15230560302734,21250600,0.0,0.0
2022-01-28,72.31999969482422,72.94999694824219,69.79000091552734,72.5,64.1434326171875,25537100,0.0,0.0
2022-01-31,72.91000366210938,78.30000305175781,72.75,78.12000274658203,69.11567687988281,21787800,0.0,0.0
2022-02-01,78.04000091552734,79.47000122070312,76.02999877929688,77.2300033569336,68.32823181152344,12082900,0.0,0.0
2022-02-02,77.41999816894531,78.01000213623047,76.83000183105469,77.7300033569336,68.7706069946289,8397700,0.0,0.0
2022-02-03,76.55999755859375,77.29000091552734,75.43000030517578,75.7699966430664,67.0365219116211,7960700,0.0,0.0
2022-02-04,75.0999984741211,76.83999633789062,74.54000091552734,76.01000213623047,67.2488784790039,12132000,0.0,0.0
2022-02-07,76.0,76.12000274658203,75.30000305175781,75.68000030517578,66.95691680908203,8184500,0.0,0.0
2022-02-08,75.75,76.75,75.22000122070312,75.45999908447266,66.76226806640625,6758500,0.0,0.0
2022-02-09,76.61000061035156,77.2699966430664,76.31999969482422,76.66000366210938,67.82396697998047,7390900,0.0,0.0
2022-02-10,74.91000366210938,76.8499984741211,74.69999694824219,75.44999694824219,66.75340270996094,9673300,0.0,0.0
2022-02-11,75.9000015258789,76.69999694824219,74.66999816894531,74.95999908447266,66.31989288330078,8999100,0.0,0.0
2022-02-14,74.94999694824219,75.30999755859375,73.87999725341797,74.91999816894531,66.28450012207031,8329200,0.0,0.0
2022-02-15,75.7300033569336,76.47000122070312,74.73999786376953,75.08999633789062,66.4349136352539,9102000,0.0,0.0
2022-02-16,75.12999725341797,75.63999938964844,74.4800033569336,75.2300033569336,66.55876922607422,7505100,0.0,0.0
2022-02-17,74.72000122070312,75.83999633789062,74.48999786376953,75.37999725341797,66.69145965576172,10093100,0.0,0.0
2022-02-18,74.95999908447266,75.80999755859375,73.81999969482422,74.1500015258789,65.6032485961914,9558600,0.0,0.0
2022-02-22,73.93000030517578,74.45999908447266,73.2699966430664,73.77999877929688,65.27591705322266,8233400,0.0,0.0
2022-02-23,74.22000122070312,74.41999816894531,72.22000122070312,72.31999969482422,63.984188079833984,7837100,0.0,0.0
