date,open,high,low,close,adj_close,volume,dividends,stock_splits
2021-12-01,144.85000610351562,147.8699951171875,144.85000610351562,146.39999389648438,130.5174102783203,8313500,0.0,0.0
2021-12-02,147.00999450683594,148.4600067138672,146.94000244140625,147.25999450683594,131.28407287597656,9468800,0.0,0.0
2021-12-03,148.02000427246094,150.0,147.66000366210938,149.8800048828125,133.61985778808594,11200800,0.0,0.0
2021-12-06,150.19000244140625,152.38999938964844,150.19000244140625,152.14999389648438,135.64353942871094,11935100,0.0,0.0
2021-12-07,151.9499969482422,152.5800018310547,151.27000427246094,151.75,135.28695678710938,7913400,0.0,0.0
2021-12-08,151.6699981689453,152.66000366210938,150.27999877929688,152.42999267578125,135.89321899414062,8329300,0.0,0.0
2021-12-09,152.30999755859375,154.19000244140625,151.60000610351562,153.32000732421875,136.6866455078125,8334300,0.0,0.0
2021-12-10,153.85000610351562,155.8000030517578,153.42999267578125,155.4600067138672,138.59449768066406,7172300,0.0,0.0
2021-12-13,155.3000030517578,158.3300018310547,154.91000366210938,157.6699981689453,140.5647430419922,8944000,0.0,0.0
2021-12-14,157.89999389648438,158.6300048828125,156.66000366210938,158.25,141.08181762695312,8677500,0.0,0.0
2021-12-15,157.63999938964844,159.63999938964844,157.63999938964844,158.86000061035156,141.62562561035156,9152600,0.0,0.0
2021-12-16,158.72999572753906,161.32000732421875,158.4199981689453,161.11000061035156,143.6315155029297,10852900,0.0,0.0
2021-12-17,160.66000366210938,161.72000122070312,157.30999755859375,157.4600067138672,140.3775177001953,24349400,0.0,0.0
2021-12-20,156.60000610351562,158.4600067138672,156.57000732421875,157.86000061035156,140.73410034179688,9202600,0.0,0.0
2021-12-21,157.64999389648438,158.14999389648438,156.7899932861328,157.75999450683594,140.6449432373047,6946000,0.0,0.0
2021-12-22,157.77000427246094,159.5800018310547,157.27000427246094,159.32000732421875,142.03573608398438,6626300,0.0,0.0
2021-12-23,159.5,160.9199981689453,159.44000244140625,160.10000610351562,142.73110961914062,5640900,0.0,0.0
2021-12-27,160.6699981689453,161.99000549316406,160.61000061035156,161.97000122070312,144.39820861816406,4548600,0.0,0.0
2021-12-28,161.9600067138672,163.3800048828125,161.94000244140625,162.83999633789062,145.173828125,5929400,0.0,0.0
2021-12-29,163.2100067138672,164.97999572753906,163.0800018310547,164.19000244140625,146.3773956298828,5346100,0.0,0.0
2021-12-30,164.39999389648438,164.58999633789062,162.61000061035156,162.77000427246094,145.1114044189453,5911500,0.0,0.0
2021-12-31,162.86000061035156,163.72999572753906,162.4600067138672,163.5800018310547,145.83352661132812,5327000,0.0,0.0
